id,subject,body,label
1125,"hpl noms for june 21 , 2000","( see attached file : hplo 621 . xls )
- hplo 621 . xls",0
1126,FROM: MR. RICHARD WILLIAMS.,"FROM: MR. RICHARD WILLIAMS.
1A PRESIDENTIAL ROAD,
ENUGU, ENUGU STATE
NIGERIA. 
ATTENTION PLEASE! THIS IS NOT A SPAM MAIL: 
WITH ALL DUE RESPECT, I GUESS MY LETTER WILL NOT EMBARRASS YOU, SINCE I
HAS NO PREVIOUS CORRESPONDENCE WITH YOU. I GOT YOUR CONTACT THROUGH THE
FOREIGN TRADE OFFICE OF THE NIGERIA ASSOCIATION OF REALTORS. I STRONGLY
BELIEVED, I WOULD NOT REGRET APPROACHING YOU IN THIS MATTER . IT IS MY BELIEF
THAT I CANNOT CONTINUE LEAVING A MONOTONOUS AND UNAMBITOUS EXISTENCE; THE
KIND OF LIFE THE HUNDREDS OF THOUSANDS OF YOUNG MEN LIVES, WHO HAVE NO PROSPECT
AND WHO WILL BE DOING THE SAME THING IN ANOTHER TWENTY YEARS TIME AS THEY
ARE DOING NOW. 
I AM MR. MR. RICHARD WILLIAMS, CHIEF AUDITOR-GENERAL CONTINENTAL TRUST BANK
LIMITED, ENUGU MAIN BRANCH. ,FOR REASONS WHICH WILL COME TO LIGHT AS 
YOU READ ON. I OBTAINED YOUR ADDRESS PARTICULARLY FOR THE SAKE OF THIS BUSINESS
PROPOSITION.PLEASE EXERCISE SOME PATIENCE AND READ THROUGH MY MESSAGE.I
HAVE A VERY URGENT AND CONFIDENTIAL BUSINESS TO PROPOSE TO
YOU. ON THURSDAY JUNE 6TH 2000, AN OIl CONSULTANT/CONTRACTOR WITH THE NIGERIA
OIL MINISTRY, MR. YOUSEFF ABDULLAH, AN IRAQI NATIONAL,MADE A
NUMBERED TIME FIXED DEPOSIT FOR TWELVE CALENDAR MONTHS, VALUE US$8 MILLION
DEPOSIT IN MY BRANCH. ON MATURITY, WE SENT A ROUTINE NOTIFICATION
TO HIS FORWARDING ADDRESS BUT GOT NO REPLY.AFTER A MONTH, WE SENT A REMINDER
AND FINALLY, HIS EMPLOYERS,WROTE TO INFORM US THAT MR. ABDULLAH
DIED IN AN AUTO MOBILE ACCIDENT. THAT HE DIED WITHOUT MAKING A WILL WHILE
ATTEMPT TO TRACE HIS NEXT OF KIN THROUGH THE IRAQI EMBASSY PROVED FRUITLESS.
AT FIRST, I WAS SURPRISED THAT I DID NOT RECEIVE MUCH OFFICIAL
CO-OPERATION IN MY ENQUIRIES IN ORDER TO TRACE HIS KIN IN IRAQ AND INFORM
THEM ABOUT MR.ABDULLAH?S DEPOSIT OF US$8.4 MIILLION PLUS ACCRUED INTEREST. 
FURTHER INVESTIGATION REVEALED THAT MR. ABDULLAH WAS ACTIVELY OPPOSED TO
IRAQ GOVERNMENT OF LEAD BY THE FORMER PRESIDENT SADDAM HUSSEIN OF IRAQ AS
A RESULT, HE WAS DRIVEN INTO EXILE. BEING AN OIL EXPERT, MR.ABDULLAH SUBSEQUENTLY
OBTAINED A JOB IN NIGERIA HERE, AND SETTLED IN NIGERIA. THEREAFTER HE WALKED
INTO MY OFFICE TO MAKE THE AFORE-MENTIONED DEPOSIT OF US$8 MILLION. HE
DID NOT DECLARE HIS KIN IN HIS APPLICATION PAPER WORK. WHEN I ASKED HIM,
HE INFORMED ME THAT HE WISHED IT SO.IN THE CONSERVATIVE MANNER OF OUR BANK.
(MY EMPLOYER), I DID NOT TURN DOWN HIS WISH BUT RATHER HONOURED IT ESPECIALLY
GIVEN HIS HIGH NET WORTH. IN REALITY,NO ONE KNOWS THE SOURCE OF HIS MONEY
SINCE APPARENTLY, THE TIME FRAME OF HIS EMPLOYMENT HERE DOES INDEED PRECLUDE
SUCH A LARGE
AMOUNT OF MONEY. IT IS THEREFORE PRESUMED THAT HE BROUGHT IN HIS MONEY FROM
IRAQ ALTHOUGH THIS IS OPEN TO SPECULATION. THE POINT HOWEVER IS THAT THE
EMPLOYERS ARE NOT AWARE OF HIS MONEY,THEREFORE ONE CAN SAFELY INFER THAT
NO ONE WILL EVER COME TO THIS MONEY. THIS FUND,TOTALLING US$8.4 M(INCLUSIVE
OF ACCRUED INTEREST) IS STILL SITTING IN MY BANKS DORMANT ACCOUNT PORTFOLIO.
ACCORDING TO NIGERIA BANKING LAWS AND ACT OF 1993,THE MONEY WILL AUTOMATICALLY
REVERT TO THE NIGERIA GOVERNMENT TREASURY AFTER FIVE YEARS, ESPECIALL IF
THE ACCOUNT OWNER IS A FOREIGNER WHO HAS BEEN CERTIFIED DEAD AND THERE IS
NO VALID CLAIM, THIS INDEED, IS THE
SITUATION. I AM THUS LOOKING FOR A FOREIGNER WHO WILL STAND-IN AS THE NEXT
OF KIN TO MR. ABDULLAH.IT IS NOT NECESSARY TO BE A BLOOD RELATION TO MR.ABDULLAH,
EITHER IS IT NECESSARY TO BEAR THE SAME SURNAME WITH HIM. IT IS EVEN NOT
IMPORTANT FOR THE STAND-IN NEXT OF KIN TO BE AN IRAQ NATIONAL.READY, I HAVE
WORKED OUT MODALITIES FOR ACHIEVING MY AIM OF
APPOINTING A NEXT OF KIN AS WELL AS TRANSFER THE MONEY ABROAD FOR US TO
SHARE. IT IS MY INTENTION TO ACHIEVE THIS TRANSFER IN A LEGITIMATE WAY BY
SIMPLY USING AND ATTORNEY(REPRESENTING YOU AS BENEFICIARY) TO EXECUTE A
SERIES OF AFFIDAVITS IN SUPPORT OF YOUR CLAIM THIS WILL BE APPROVED. THE
MONEY TRANSFER PAPER WORK ITSELF WILL INCLUDE A CERTIFICATE OF ORIGIN SO 
THAT THE RECEIVING BANK DOES NOT ASK QUESTION OR WORSE STILL REFUSE THE 
FUND ACCEPTANCE ON GROUND OF LAUNDERING. ALSO, THE PAPER WORK WILL INCLUDE
PROPER CERTIFICATION THAT THE FUND BEING TRANSFERRED IS FROM NON-CRIMINAL
SOURCES.IN SHORT THIS WILL BE A PROPER AND LEGAL MONEY TRANSFER WITH APPARENTLY
NO RISK INVOLVED! THE ATTORNEY WILL HAVE TO PROCESS THE INITIAL PAPER WORK
TO OBTAIN APPROVAL FROM THE PROBATE
REGISTRY OF THE MINISTRY OF JUSTICE FOR THE LETTER OF ADMINISTRATION EMPOWERING
YOU AS THE SOLE TRUSTEE/EXECUTOR TO THE ESTATE OF MR. ABDULLAH. IF YOU THEREFORE
AGREE TO BE THE OFFICIAL BENEFICIARY,THEN 
PLEASE NOTE THAT YOU WILL NOT BE REQUIRED TO SIGN ANY MONEY RANSFER DOCUMENTS,
AS THE APPOINTED ATTORNEY WILL DO ALL THAT. ALSO, YOU WILL NOT BE REQUIRED
TO VISIT NIGERIA.I WILL ALSO NEED THE ABOVE INFORMATION ONCE I HAVE THE
REQUIRED INFORMATION AS ABOVE, I WILL INITIATE THE PROCESSING OF THE TRANSFER,
AND
IN ABOUT TEN (10)WORKING DAYS, THE FUND WILL BE IN YOUR NOMINATED BANK ACCOUNT
FOR US TO SHARE IN THE RATIO OF: 65%FOR ME 30% FOR YOU WHILE 5% HAS BEEN
SET ASIDE FOR LOCAL AND INTERNATIONAL EXPENSES. THE TRANSACTION IS GUARANTEED
TO SUCCEED WITHOUT ANY PROBLEMS. AS SOON AS I HEAR FROM YOU, I SHALL PROVIDE
YOU WITH FURTHER CLARIFICATION THAT YOU MAY NEED. 
I LOOK FORWARD TO YOUR URGENT REPLY. 
BEST WISHES, 
MR. RICHARD WILLIAMS 
NOTE:IN THE EVENT YOU ARE NOT WILLINGLY TO ASSIST, KINDLY NOTIFY ME TO
PREVENT ME FROM MAKING FURTHER CONTACT.





",1
1127,"""MY GOODWILL""","Dear friend, 
It is indeed my pleasure to write to you this letter, 
which I believe will be a suprise,as we are both 
complete strangers. 
As you read this, I don't want you to feel sorry for 
me, because I believe everyone will die someday. My 
name is Miguel Wayne, a former merchant in Dubai, in the 
U.A.E. I have been diagnosed with Esophageal cancer 
which was discovered very late, due to my laxity in 
caring for my health. 
It has defiled all forms of medicine, and right now I 
have only about a few months to live, according to 
medical experts. I have not particularly lived my life 
so well, as I never really cared for anyone not even 
myself but my business.Though I am very rich, I was 
never generous,I was always hostile to people and only 
focus on my business as that was the only thing I 
cared for,but now I regret all this as I now know that 
there is more to life than just wanting to have or 
make all the money in the world. 
I believe when I have a second chance to come to this 
world I would live my life a different way from how I 
had lived it, now that it is dark for me, I have 
willed and given most of my properties and assets to 
my immediate and extended family members and as well 
as a few close friends. 
To correct my wrong past life, I have decided to give 
alms to charity organizations,as I want this to be one 
of the last good deeds I do on earth. So far, I have 
distributed money to some charity organizations in the 
U.A.E, Algeria and Malaysia. Now that my health has 
deteriorated so badly,I cannot do this my self 
anymore. 
I once asked members of my family to close one of my 
accounts and distribute the money which I have there 
to charity organization in Bulgaria and Pakistan, they 
refused and kept the money to themselves. Hence, I do 
not trust them anymore, as they seem not to be contended with what I have
left for them. The last of my money which no one knows of is the huge cash
deposit of four million dollars that I have with a Fiducial Company Abroad,
I will want you to help me collect this deposit and dispatched it to charity
organizations and you must be sending me informations of how it was
disbursed either by email or otherwise . I have set aside 10% for you for
your time and patience. 
Thanks. 
Miguel Wayne.
NB 
Please do not share my email addess with anyone as I 
have received some emails from some unscrupulos people 
claiming to be charity organisations and other weird 
stories. 

NOTE:You must reply this mail to me through
: miguelwayne@velocall.com for the above reasons I have told you about.

-------------------------------------------------
sent by Excite Inbox - http://inbox.excite.co.uk

powered by Excite UK - http://www.excite.co.uk




",1
1128,flu shots,"flu shots continue to be available at the enron health center , eb - 307 . flu
season lasts through march , so it ' s not too late for immunization . for those
employee groups who find it difficult to be away from their desks ,
arrangements can be made for the health center nurse to come to your floor to
administer the flu shots . contact the health center at ext . 3 - 6100 for more
information .",0
1129,TREAT   AS   URGENT,"MR IDRIS MAKAFI
BANK OF AFRICA.
OUAGADOUGOU -BURKINA FASO.

Reply me here please.
Email: idris_makafi01@myway.com

Dear Friend,
This message might meet you in utmost surprise, however,it's just my urgent 
need for foreign partner that made me to contact you for this transaction. I 
am a banker by profession from Burkina faso in west Africa and currently 
holding the post of Director Auditing and Accounting unit of the bank.I have 
the opportunity of transfering the left over funds ($11.5million) of one of 
my bank clients who died along with his entire family on 31 july 2000 in a 
plane crash.You can confirm the genuiness of the deceased death by clicking 
on this web site http://news.bbc.co.uk/1/hi/world/europe/859479.stm

Hence,i am inviting you for a business deal where this money can be shared
between us in the ratio of 60/30 while 10% will be mapped out for
expenses.If you agree to my business proposal.further details of the
transfer will be forwarded to you as soon as i receive your return mail.
have a great day.
yours,
Mr Idris Makafi

Send your Reply to my new email address.
Email; idris_makafi01@myway.com

_________________________________________________________________
MSN Hotmail : crez votre adresse e-mail gratuite &  vie ! 
http://www.msn.fr/newhotmail/Default.asp?Ath=f



",1
1130,fixed price swap profile,"[ [ enron 42 . xls : 2599 in enron 42 . xls ] ]
darren , thanks for your patience . call me when you have the time to go over
this .
patricia anderson
512 - 370 - 8280
- enron 42 . xls",0
1131,INVESTMENT PLAN.,"BARRISTER MICHEL HOUSSOU,
04 BP 134 COTONOU BENIN RP
TEL:+229-95453467
Email:michel.houssou@caramail.com

Dear Friend,

I am Michel Houssou,Attorney to Mr.Adnan Mohammad a Lebanese Investor/Gold
merchant who died in the plane crash of Union Transport Africaines Flight
Boeing 727 in Cotonou, Benin Republic on December 25, 2003
You will read more stories about the crash on visiting this website.
www.cnn.com/2003/WORLD/africa/12/26/benin.crash/

Before his untimely death on the 25Th December 2003, Mr.Adnan Mohammad has a
huge amount of money deposit in a Security Company in Republic of Ghana,
Mr.Mohammad has in mind to use the money to invest in a gold business in Ghana
before his sudden death.

Last week his wife Mrs.Nadia Mohammad and his younger brother Ali instructed me
to look for a reliable foreign partner who will assist us to invest the money
in his country,

I contacted you to assist us in moving the fund from the Security Company in
Ghana to his country for proper investment.and we would like you to invest the
money any profitable venture you may suggest.

I seek your consent to present you as our foreign partner so that the proceeds
of the amount valued at US$18.5 Million will be arrange and transfer to your
account for investment purpose.

I guarantee that this transaction will be executed under a legitimate
arrangement that will protect you from any breach of the law

All I require from you is your co-operation, honesty, trust and confidentiality
to enable us see this transaction through.we agreed to compensate you on a
mutually agreed percentage.

Once you agreed to my proposal and ready to assist us to invest this money
wisely in your country, I will send to you the Certificate of Deposit which was
issued to Mr.Adnan Mohammad when the fund was deposited in June 2003.

As soon as we hear from you I will travel to Ghana to meet the Directors of the
Security Company to discussed on how the fund will be transfer to your place.
Please call me immediately you receive this mail on my direct
line:00229-95453467

You can as well contact me on my private email-
address:michel.houssou@caramail.com
Awaiting your urgent response

My best regards

Michel Houssou



",1
1132,Beloved Reply ASAP.,"Beloved in christ,

    Here writes Mrs Mary Parker, suffering from esophageal cancer. I am married to Mr. Robert Parker an Englishman who is dead. My late husband died with a deposit of  17.5 Million Seventeen Million Five Hundred Thousand Pounds) with his bank here in UK derived from his vast estates and investment in capital market . Before his death we both got born-again and dedicated Christians. 

Recently, my Doctor told me that I have limited days to live due to the cancerous problems I am suffering from. Though what bothers me most is the stroke that I have in addition to the cancer. Recently, the Bank management just wrote me as the beneficiary that our account has been DORMANT and if I, as the beneficiary of the funds, do not re-activate the account; the funds will be CONFISCATED or I rather issue a letter of authorization to somebody to receive it on my behalf as I can not come over. And doctors have told me that I have only a few weeks to live. So it is my last wish to have a God-fearing person use this money to fund churches, orphanages and widows propagating the word of God. I took this decision because I do not have any child that will inherit this money and my husband relatives are bourgeois and very wealthy persons. And I do not want my husband hard earned money to be used in an unGodly manner by unbelievers in God. You can contact me through my personal email address: maryparker_0022@yahoo.co.uk

Your Sister in Christ,
Mrs. Mary Parker.



",1
1133,PRIVATE EMAIL MESSAGE,"Good Day,

With warm heart I offer my friendship, and send my best wishes in this special season.

However strange or surprising this contact might seem to you, as we have not met personally or had any dealings in the past, I humbly ask that you take due consideration of its importance and immense benefit. I also sincerely seek your confidence, as I make this proposal to you as a person of integrity.

First and foremost I wish to introduce myself properly to you. My name is Oliveira Chuli Savimbi, I am a nephew and Personal Assistant to Late Jonas Malheiro Savimbi, leader of UNITA (National Union for the Total Independence of Angola). As led by my instinct, I selected your email address from an internet directory, in my search for a partner, hence this email. 

My Uncle(Mentor) was killed in a battle with government forces of Angola, led by President Dos Santos, on Friday 22nd February 2002. After his death, Mr. Antonio Dembo who was his second in command, assumed office as leader of UNITA, due to lack of the Charisma my Uncle had carried the party with in Dembo, there was chaos and struggle for leadership. Prominent members like Carlos Morgado lobbied to depose him and assume office as leader to enrich themselves and some of them who saw me as a threat to their ambitions, including Mr.Dembo, planned to kill me. The tension and confusion in UNITA become uncontrollable when Mr. Dembo died 10days after my Uncle's death. As I lost my mentor in this struggle which has been on for three decades now, not so much of this struggle interests me anymore, as there is now no sense of direction. I now desire a peaceful life, as I am no more interested in conflicts and wars. For this reason, I secretly left Angola and came here (Holland) to seek!
 political asylum.

I am sincerely proposing to you to render me your highly needed assistance in respect to safekeeping of some of my Uncle's money that arose from Diamonds sales. This money (US$18.5million), which was already on its way to my Uncle's Swiss Bank account, through the Diplomatic means we use to move money abroad, and was on transit with a private safe deposit security company here in Amsterdam, Holland in February when the tragic incident of my Uncle's death occurred. I then instructed the company to secure the consignment containing the money pending on further instructions from me. I have waited for sometime now for security reasons, and have now deicded to act with your reliable assistance. As a matter of fact, the reason I came to Holland and sought for political asylum here is the safe deposit. 

President Dos Santos has lobbied the International Community to freeze my Uncle's assets and accounts abroad, to ground UNITA, and has already done this in Angola. Hence I cannot lodge the funds in my name. Also I did not declare the funds to the here.

I plan to use this money to safeguard my future. It is very essential that you understand that the kind of trust and confidence I want to put in you is extraordinary, and an act of desperation on my part, in order not to lose this money. Also, ensure that this contact with you should be treated with utmost secrecy.

Your role in this project, is clearing the safety deposit containing the money which is deposited in my name, from the Security company, after which, the money will lodged into an account preferably a new account you should open for this transaction.  My share of the money will be returned to me when my asylum application in this country is granted, and I have permission to do business and open an account here. 

For your reliable assistance, I will reward you with 15%($2,775,000) of the money. 

I have with me, the Certificate of Deposit for the consignment containing the funds, which will be used for claim from the security company, and the release codes of the vaults. Also, everything will be legally processed for transfer of ownership to you, and this transaction should be completed immediately depending on your prompt response.

I thank you in advance as I anticipate your assistance in enabling me achieve this goal. 

Please contact me whether or not you are interested in assisting me. This will enable me scout for another partner in the event of non-interest on your part.

To know more about the struggle by UNITA to liberate Angola, click on the link below and read. 

http://www.the-idler.com/IDLER-02/3-16.html

Sincerely,
O.C.Savimbi.


",1
1134,ua 4 for meter 8608 - 6 / 98 - deal 96731,"daren - deal 96731 is not in cpr for 6 / 98 or oss . please enter deal for
sale on contract 078 - 15631 - 102 for 17 , 462 mmbtu .
thanks , stella",0
1135,enron california statewide survey,"fyi . attached please find a summary of polling information on california . the pollster will be on the phone this morning to discuss his results .
jim
- - - - - forwarded by james d steffes / na / enron on 03 / 16 / 2001 07 : 04 am - - - - -
janel guerrero 03 / 15 / 2001 07 : 00 pm to : tim belden / hou / ect @ ect , christopher f calger / pdx / ect @ ect , elliot mainzer / pdx / ect @ ect , alan comnes / pdx / ect @ ect , paul kaufman / pdx / ect @ ect , lysa akin / pdx / ect @ ect , susan j mara / na / enron @ enron , jeff dasovich / na / enron @ enron , sandra mccubbin / na / enron @ enron , joseph alamo / na / enron @ enron , hgovenar @ govadv . com , sgovenar @ govadv . com , bhansen @ lhom . com , ken @ kdscommunications . com , leslie lawner / na / enron @ enron , mary schoen / na / enron @ enron , richard shapiro / na / enron @ enron , john neslage / enron _ development @ enron _ development , james d steffes / na / enron @ enron , harry kingerski / na / enron @ enron , stacey bolton / na / enron @ enron , robert frank / na / enron @ enron , thane twiggs / enron _ development @ enron _ development , robert neustaedter / enron _ development @ enron _ development , margaret carson / corp / enron @ enron , steven j kean / na / enron @ enron , elizabeth linnell / na / enron @ enron , mark palmer / corp / enron @ enron , karen denne / corp / enron @ enron , miyung buster / enron _ development @ enron _ development , ann m schmidt / corp / enron @ enron , vance meyer / na / enron @ enron , dennis vegas / enron _ development @ enron _ development , cindy derecskey / corp / enron @ enron , neil bresnan / hou / ees @ ees , jubran whalan / hou / ees @ ees , dennis benevides / hou / ees @ ees , carol moffett / hou / ees @ ees , marty sunde / hou / ees @ ees , vicki sharp / hou / ees @ ees , ginger dernehl / na / enron @ enron , maureen mcvicker / na / enron @ enron , meredith philipp / corp / enron @ enron , david w delainey / hou / ees @ ees , linda robertson / na / enron @ enron , lora sullivan / corp / enron @ enron , aameece @ quinngillespie . com , richard shapiro / na / enron @ enron cc : subject : enron california statewide survey
attached is a power point presentation of enron ' s most recent polling data for california . two conference calls have been scheduled if you are interested in listening to the formal presentation , which will be given by our pollsters at public opinion strategies .
the power point is lengthy , so if you want an executive summary please email me and i can send you a copy . thanks !
friday , march 16 th
9 : 00 am cst
1800 - 998 - 2462
5076693 passcode
we only have 15 lines set up , so if you are in houston please try and come up to the 47 th floor ( big conference room near govt affairs ) .
monday , march 19 th
4 : 00 pm
no call in number yet
- enron presentation . ppt",0
1136,RE:INQUIRY,"Good day,

It is my humble pleasure to write this letter irrespective of the fact that
you do not know me. However, I came to know of you in my private search
for a reliable and trustworthy person that can handle a confidential transaction
of this nature in respect of this, I got your contact through an uprooted
search on the internet. Though I know that a transaction of this magnitude
will make any one apprehensive and worried, but I am assuring you that allwill
be well at the end of the day.

I am Frank Williams, son of late Dr John Williams of Sierra Leone who was
killed by the Sierra Leone's rebel forces on the 24th of December,1999 in
my country Sierra Leone.
When he was still alive, he deposited one trunk box containing the sum of
US$10,000,000.00 with one private security and safe deposit company and
declared the box as containing African Artwork for export to a foreign partner.

This money was made from the sale of Gold and Diamond and he already decided
to use this money for future investment of the family before he died.Recently,
I rushed down to Abidjan after being able to locate where my late father
kept the depository agreement and the certificate of deposit that was given
to him by the security company when he deposited the consignment in their
custody.
I have confirmed from the security company that the consignment is with
them, when I demanded for the release of the consignment to me in my capacity
of being the son of Dr Williams, the depositor of the consignment, I was
told that in the absence of my father, the only person that can demand for
the funds is my late father?s foreign partner on whose behalf the consignment
was deposited.

When my late father deposited the consignment, he did not give the name
or gender of his foreign partner on whose behalf he was depositing the consignment,
he made the declaration for security reasons as he did not want the securitycompany
to inspect the contents of the consignment hence he declared thebox as belonging
to his foreign partner.
Meanwhile, my father have instructed me that in the case of his death, that
I should look for a trusted foreigner who can assist me to move out thismoney
from C̫te d'Ivoire immediately for investment .
Based on this , I solicit for your assistance to retrieve and transfer this
fund into your Account, but I will demand from you if you could be able
to introduce me to a profitable business venture that would not require
much technical expertise in your country where this fund will be invested?

I am a Christian and I will please, want you to handle this transactionbased
on the trust I have established on you. For your assistance in thistransaction,
I have decided to compensate you with 10 percent of the total amount at
the end of this business.
The security of this business is very important to me and as such, I wouldlike
you to keep this business very confidential.

I shall expect an early response from you.
Thank you and God bless.
Yours sincerely,
Frank Williams
This message may contain confidential and/or privileged information. If
you are not the addressee or authorized to receive this for the addressee,
you must not use, copy, disclose or take any action based on this message
or any information herein.
Thank you for your cooperation



__________________________________________________________________
Tiscali Adsl 640 Free: fino al 15 novembre i consumi sono GRATIS!
Se sottoscrivi un'Adsl Free 640 entro il 30 settembre avrai gratis tutti
i consumi fino al 15/11/04 compreso! In piu' sono gratis il modem in comodato
e l'attivazione. Cosa aspetti? Prima attivi, piu' risparmi. Attivala subito!
http://abbonati.tiscali.it/adsl/





",1
1137,ncpa br is back,"hey guys .
i had a long talk with ncpa today and set up so that we again can do the zp 26 / npl 5 buy - resale on a realtime basis . we are not doing a profit split this time , we are paying them $ 25 / mw instead . this basically enables us to shift 21 mw across pathl 5 and not be subject to congestion as ncpa has grandfather rights across the path . this is a sweet strategy when the spl 5 / npl 5 spread is there and pathl 5 is congested . ncpa ' s capacity is 21 mw , but i would not recommend doing more than 20 mw . there are others who know about this opportunity but are not currently using it ( wesco especially ) . so by doing only 20 mw we do not remind them of ncpa .
the way this works is that we call ncpa and ask their capacity across pathl 5 . and tell them you want to schedule the br through whatever hour .
in caps :
we sell to ncpa in zp 26 .
we buy from ncpa in npl 5 .
we can buy spl 5 to fill our zp 26 sale ( we just shift the load from spl 5 to zp 26 , so enter a epmi calpool ) .
pg & e is ncpa ' s sc , so if you are not passing phase two give them a call .
ncpa ' s tel # : ( 916 ) 786 - 3520
pg & e tel # : ( 415 ) 973 - 1969
if you guys have any questions just ask me .
geir",0
1138,fw : power trading systems - bi - weekly update,"steve please add louise to your distribution list .
louise has also asked that you adopt the format that the gas it group uses that she has been receiving .
thanks .
- - - - - original message - - - - -
from : nat , steve
sent : mon 7 / 23 / 2001 2 : 53 pm
to : vinson , donald wayne ; theriot , kim s . ; allen , thresa a . ; reeves , leslie ; white , stacey w . ; belden , tim ; o ' neil , murray p . ; richter , jeff ; hedstrom , peggy ; dupuy , mark ; mckeel , richard ; murphy , melissa ann ; presto , kevin m . ; will , lloyd ; day , smith l . ; bentley , corry ; brackett , debbie r . ; coulter , kayne ; gilbert , scotty ; zufferli , john ; dunton , heather ; arora , harry ; evans , casey ; semperger , cara ; postlethwaite , john ; beck , sally ; imai , rika ; hall jr . , robert l .
cc : burchfield , richard ; stock , stephen ; perlman , beth ; marryott , michael ; poston , david ; gupta , sanjay ; luu , duong ; kumar , madhup ; nommensen , dave
subject : power trading systems - bi - weekly update
week ending 07 / 20 / 01 :
>
note : all ' in prod ' or ' complete ' activities will be removed in the next publication . in addition , fundamentals and gms activities will be included for the first time .
glad to discuss . . .
steve",0
1139,urgent reply,">From Mr collins ngobe
bank of africa cotonou
Plot 15 rue 17 port novo 
Benin republic west Africa
Tel/+229 459050



Attn; Director

Dear sir
I am Mr Collins Ngobe . 

I am  accounting officer in foriegn accounts department in our bank.During our last auditing in our Bank,My Department came across a very huge sum of money (6.5 million dollars)six million five hundred thousand dollars,belonging to a deceased customer of our Bank a national of your country,who died in the plane crash of 31 october 1999[Egyptian airline 990] with other passengers aboard confirmable at this,WEB-SITE(www.cnn.com/us/9911/02/egyptair990.list/index.html).

Since then I have made several enquiries to your embassy to locate any of our clients extended relatives, this has  proved unsuccessful.After these several unsuccessful attempts, I decided to trace his relatives over the Internet, to locate any of his family member but of no avail. 

hence I contacted you for similarety of your name with that of our late customer. I need your assistance in evacuation of the funds left behind by our client in the Bank before they get confisicated or declared unserviceable by the Government,  because official, financial laws here stipulate it that after five years any fund or assets deposited with bank/security firm without claim or servicing, the money or assets will be divert to central bank as unclaime bill. 

since I have been unsuccesfull in locating the relatives for over 2 years now, I seek your concent to present you as the next of kin of the deceased since you are from the same country so that the proceeds of this deposit valued at $6.5 million dollars can be paid to you and then you  will share me part of the money, 

I have all necessary legal documents that can be used to back up claim we may make. All I require is your honest cooperation to enable us see this deal through. I guarantee that this business will be executed under a legitimate arrangement that will protect you from any breach of the law.

You have to assure me that you will not sit on the fund when it is finally claimed.

expecting your quick response

Best regards,
   
      
 
 

 
  

 
   
  
  
  
 






",1
1140,"Message from Ata, pls give me a hand.","Dear Friend,
I am Ata Yusuf 24 years of age, from Darfur, Sudan, the only surviving Son of the family of Ibrahim Yusuf who was a civil engineer before his death in May 21, 2004 as a result of the crisis in Darfur, Western Sudan. You can read more about the crisis in Dafur, Sudan by click on this weblink; http://www.savedarfur.org/. This unforgettable incident claimed the lives of my parents while my sisters and I were in school, as such we have been in a refugee camp since the death of our parents before a kind hearted woman took me to London, Uk where I have currently seek asylum. As such I am in great need of help now because I need to move my sisters out of the refugee camp back home in Sudan, to settle down with me here in London. 

I am writing you now because I need you to help me claim the funds my father deposited in a security and finance company in Amsterdam, Netherlands. He deposited the sum of $3.8million us dollars (three million and eight hundred thousand united states dollars) in this security and finance company which I discovered shortly before leaving my country for Uk. I have the relevant document that will be require for the claim of the funds but my problem now is that I am not in the position to handle such huge amount of money here because of my immigration status. It might interest you to know that I have already establish communication with the security company to claim the funds as the heir of my family, unfortunately that is just all I can do by myself for now. As a result, In a nut shell i need you to help me remit the funds from the security company on my behalf, I am sure it will not take too much of your time because I have everything that will facilitate the quick release of the funds to you.

I am counting on you to help me in most sincerity and not to take undue advantage of my present situation as I will be basically entrusting you with these funds. Once you get the funds, you have to send me some money that will be enough for my sisters to arrange for their traveling documents to come over to London to join me. 

Finally, I will need you to invest the rest funds in a profitable partnership business venture in your country, we will discuss our partnership terms when we arrange to meet after the completion of this transfer.

I hope to hear from you soon, my regards to your family.

Best Regards,
Ata Yusuf.


",1
1141,re : training courses,"shirley ,
no problem .
vince
shirley crenshaw
03 / 13 / 2000 12 : 08 pm
to : vince j kaminski / hou / ect @ ect
cc :
subject : training courses
vince :
kevin moore and jose marquez would like to take a course entitled
"" wellhead to burnertip "" which is scheduled monthly . the first course
available would be may 18 th and the cost would be $ 600 . 00 each .
is this ok ?
thanks !",0
